wsi_di_SWP
wsi                   di
0.0	0.0	
500.0	1620.45061592	
1000.0	1620.45061592	
1500.0	1620.45061592	
2000.0	1620.45061592	
2500.0	1620.45061592	
3000.0	1854.44540557	
3500.0	2385.71416951	
4000.0	3015.86051784	
4500.0	4045.95814343	
5000.0	5201.6587215	
5500.0	5895.55698331	
6000.0	6975.0856552	
6500.0	7579.50549345	
7000.0	7920.80056513	
7500.0	8026.83591533	
8000.0	8026.83591533	
8500.0	8026.83591533	
9000.0	8026.83591533	
9500.0	8026.83591533	
10000.0	8026.83591533	
10500.0	8026.83591533	
11000.0	8026.83591533	
11500.0	8026.83591533	
12000.0	8026.83591533	
12500.0	8026.83591533	
13000.0	8026.83591533	
13500.0	8026.83591533	
14000.0	8026.83591533	
14500.0	8026.83591533	
15000.0	8026.83591533	
15500.0	8026.83591533	
16000.0	8026.83591533	
16500.0	8026.83591533	
17000.0	8026.83591533	
17500.0	8026.83591533	
18000.0	8026.83591533	
18500.0	8026.83591533	
19000.0	8026.83591533	
19500.0	8026.83591533	
20000.0	8026.83591533	
