wsi_di_CVP_SYS
wsi     di
0.0 0.0
500.0 3114.86572265625
1000.0 3114.86572265625
1500.0 3114.86572265625
2000.0 3114.86572265625
2500.0 3114.86572265625
3000.0 3114.86572265625
3500.0 3114.86572265625
4000.0 3114.86572265625
4500.0 3114.86572265625
5000.0 3114.86572265625
5500.0 3356.345858640642
6000.0 3903.9916645994635
6500.0 4416.159108959595
7000.0 5482.949487907967
7500.0 6143.943372824761
8000.0 7227.536509143261
8500.0 7770.222981163972
9000.0 8522.275999120833
9500.0 9033.985502051979
10000.0 10006.089725268836
10500.0 10785.173869020473
11000.0 11302.636912600088
11500.0 11529.202937048081
12000.0 11685.585914862084
12500.0 11686.59928606847
13000.0 11719.56868805665
13500.0 11857.144536403912
14000.0 11908.322444712394
14500.0 11908.322444712394
15000.0 11908.322444712394
15500.0 11908.322444712394
16000.0 11908.322444712394
16500.0 11908.322444712394
17000.0 11908.322444712394
17500.0 11908.322444712394
18000.0 11908.322444712394
18500.0 11908.322444712394
19000.0 11908.322444712394
19500.0 11908.322444712394
20000.0 11908.322444712394
