! source spreadsheet: BST_SWP_SOD_2011DRR_090911_Future.xls                
swp_3pattern_demands                    
contractor     month     percent   demand    remainDemand
21   5    100  7.67 251.17
21   6    100  30.08     243.50
21   7    100  25.83     213.42
21   8    100  23.89     187.59
21   9    100  20.46     163.70
21   10   100  19.49     143.23
21   11   100  24.58     123.75
21   12   100  18.59     99.17
21   1    100  27.42     80.58
21   2    100  27.11     53.16
21   3    100  26.05     26.05
22   4    100  0.00 0.00
22   5    100  0.00 0.00
22   6    100  0.00 0.00
22   7    100  0.00 0.00
22   8    100  0.00 0.00
22   9    100  0.00 0.00
22   10   100  0.00 0.00
22   11   100  0.00 0.00
22   12   100  0.00 0.00
22   1    100  0.00 0.00
22   2    100  0.00 0.00
22   3    100  0.00 0.00
23   4    100  18.19     569.35
23   5    100  22.67     551.16
23   6    100  44.56     528.49
23   7    100  46.24     483.93
23   8    100  51.21     437.69
23   9    100  39.00     386.47
23   10   100  61.62     347.47
23   11   100  73.17     285.84
23   12   100  52.15     212.68
23   1    100  54.18     160.52
23   2    100  52.15     106.34
23   3    100  54.18     54.18
24   4    100  38.59     725.95
24   5    100  31.58     687.37
24   6    100  41.73     655.78
24   7    100  63.62     614.05
24   8    100  65.92     550.43
24   9    100  63.39     484.51
24   10   100  65.92     421.12
24   11   100  65.92     355.20
24   12   100  75.57     289.28
24   1    100  78.51     213.71
24   2    100  75.57     135.20
24   3    100  59.63     59.63
25   4    100  6.90 136.13
25   5    100  7.34 129.23
25   6    100  7.48 121.89
25   7    100  9.70 114.41
25   8    100  13.86     104.71
25   9    100  14.84     90.84
25   10   100  18.21     76.00
25   11   100  16.08     57.79
25   12   100  14.49     41.71
25   1    100  11.32     27.22
25   2    100  8.21 15.90
25   3    100  7.69 7.69
26   4    100  4.00 44.90
26   5    100  3.45 40.90
26   6    100  2.91 37.45
26   7    100  3.62 34.54
26   8    100  3.63 30.93
26   9    100  3.66 27.29
26   10   100  3.68 23.63
26   11   100  3.65 19.95
26   12   100  4.20 16.29
26   1    100  4.05 12.09
26   2    100  4.02 8.04
26   3    100  4.01 4.01
27   4    100  0.01 29.03
27   5    100  0.01 29.02
27   6    100  0.01 29.01
27   7    100  3.10 29.00
27   8    100  3.39 25.91
27   9    100  3.71 22.51
27   10   100  3.78 18.81
27   11   100  3.78 15.02
27   12   100  3.84 11.24
27   1    100  3.25 7.40
27   2    100  2.22 4.15
27   3    100  1.93 1.93
28   4    100  0.12 5.70
28   5    100  0.18 5.58
28   6    100  0.37 5.39
28   7    100  0.49 5.03
28   8    100  0.61 4.54
28   9    100  0.92 3.92
28   10   100  0.98 3.00
28   11   100  0.98 2.02
28   12   100  0.55 1.04
28   1    100  0.25 0.49
28   2    100  0.18 0.24
28   3    100  0.06 0.06
29   4    100  0.68 21.30
29   5    100  0.48 20.62
29   6    100  0.49 20.15
29   7    100  2.75 19.66
29   8    100  2.91 16.91
29   9    100  2.95 14.01
29   10   100  2.34 11.06
29   11   100  2.19 8.71
29   12   100  1.95 6.52
29   1    100  1.70 4.57
29   2    100  1.58 2.87
29   3    100  1.28 1.28
30   4    100  4.92 91.20
30   5    100  5.36 86.28
30   6    100  6.70 80.92
30   7    100  6.71 74.22
30   8    100  7.16 67.51
30   9    100  7.62 60.35
30   10   100  9.84 52.73
30   11   100  9.84 42.89
30   12   100  8.94 33.05
30   1    100  8.93 24.11
30   2    100  8.04 15.17
30   3    100  7.14 7.14
31   4    100  0.37 28.80
31   5    100  0.37 28.43
31   6    100  0.37 28.05
31   7    100  3.17 27.68
31   8    100  3.17 24.51
31   9    100  3.17 21.34
31   10   100  3.17 18.17
31   11   100  3.17 15.01
31   12   100  3.17 11.84
31   1    100  3.17 8.67
31   2    100  3.17 5.50
31   3    100  2.33 2.33
32   4    100  0.54 17.30
32   5    100  1.44 16.76
32   6    100  1.44 15.32
32   7    100  1.44 13.88
32   8    100  1.44 12.43
32   9    100  1.44 10.99
32   10   100  1.44 9.55
32   11   100  1.62 8.11
32   12   100  1.62 6.49
32   1    100  1.62 4.87
32   2    100  1.62 3.24
32   3    100  1.62 1.62
33   4    100  1.89 25.00
33   5    100  1.71 23.11
33   6    100  1.84 21.40
33   7    100  2.00 19.56
33   8    100  2.29 17.55
33   9    100  2.29 15.26
33   10   100  2.29 12.98
33   11   100  2.29 10.69
33   12   100  2.29 8.40
33   1    100  2.27 6.10
33   2    100  1.91 3.84
33   3    100  1.92 1.92
34   4    100  0.52 45.49
34   5    100  0.53 44.96
34   6    100  0.60 44.44
34   7    100  4.25 43.84
34   8    100  5.00 39.59
34   9    100  5.00 34.58
34   10   100  5.00 29.58
34   11   100  5.00 24.58
34   12   100  5.00 19.57
34   1    100  5.21 14.57
34   2    100  5.02 9.36
34   3    100  4.33 4.33
35   4    100  2.31 100.00
35   5    100  2.31 97.69
35   6    100  2.31 95.38
35   7    100  2.31 93.07
35   8    100  11.97     90.76
35   9    100  11.00     78.79
35   10   100  11.00     67.79
35   11   100  11.00     56.79
35   12   100  17.48     45.79
35   1    100  14.03     28.31
35   2    100  7.14 14.28
35   3    100  7.14 7.14
36   4    100  3.12 47.51
36   5    100  2.30 44.38
36   6    100  2.28 42.08
36   7    100  3.12 39.80
36   8    100  5.23 36.68
36   9    100  5.23 31.45
36   10   100  5.23 26.22
36   11   100  5.23 21.00
36   12   100  5.73 15.77
36   1    100  4.53 10.05
36   2    100  2.85 5.51
36   3    100  2.66 2.66
37   4    100  1.88 88.92
37   5    100  0.94 87.05
37   6    100  0.48 86.10
37   7    100  0.01 85.63
37   8    100  0.94 85.61
37   9    100  16.01     84.67
37   10   100  16.01     68.66
37   11   100  16.01     52.66
37   12   100  5.13 36.65
37   1    100  4.20 31.52
37   2    100  11.31     27.31
37   3    100  16.01     16.01
38   4    100  0.00 3.15
38   5    100  0.00 3.15
38   6    100  0.00 3.15
38   7    100  0.00 3.15
38   8    100  0.00 3.15
38   9    100  0.00 3.15
38   10   100  0.00 3.15
38   11   100  0.00 3.15
38   12   100  0.00 3.15
38   1    100  0.00 3.15
38   2    100  2.20 3.15
38   3    100  0.95 0.95
39   4    100  1.16 16.85
39   5    100  1.16 15.69
39   6    100  1.66 14.53
39   7    100  1.66 12.87
39   8    100  1.66 11.21
39   9    100  1.66 9.55
39   10   100  1.66 7.89
39   11   100  1.66 6.23
39   12   100  1.66 4.57
39   1    100  1.66 2.91
39   2    100  0.00 1.25
39   3    100  1.25 1.25
1    4    50   0.37 38.78
1    5    50   2.12 38.42
1    6    50   1.46 36.29
1    7    50   3.58 34.83
1    8    50   4.93 31.25
1    9    50   4.81 26.32
1    10   50   5.59 21.51
1    11   50   6.33 15.91
1    12   50   4.86 9.58
1    1    50   3.51 4.72
1    2    50   1.18 1.20
1    3    50   0.02 0.02
2    4    50   0.02 39.62
2    5    50   0.09 39.60
2    6    50   1.87 39.51
2    7    50   1.69 37.63
2    8    50   2.88 35.94
2    9    50   2.83 33.06
2    10   50   3.09 30.24
2    11   50   3.40 27.15
2    12   50   2.91 23.74
2    1    50   8.09 20.83
2    2    50   6.36 12.74
2    3    50   6.38 6.38
3    4    50   0.00 42.00
3    5    50   0.00 42.00
3    6    50   0.00 42.00
3    7    50   0.00 42.00
3    8    50   0.00 42.00
3    9    50   3.56 42.00
3    10   50   3.68 38.44
3    11   50   9.18 34.75
3    12   50   9.21 25.57
3    1    50   8.76 16.36
3    2    50   6.08 7.60
3    3    50   1.52 1.52
4    4    50   0.00 141.40
4    5    50   0.00 141.40
4    6    50   0.00 141.40
4    7    50   0.51 141.40
4    8    50   17.70     140.89
4    9    50   18.84     123.18
4    10   50   25.70     104.35
4    11   50   23.41     78.65
4    12   50   17.35     55.24
4    1    50   13.51     37.89
4    2    50   14.64     24.38
4    3    50   9.73 9.73
5    4    50   1.06 12.70
5    5    50   1.06 11.64
5    6    50   1.06 10.58
5    7    50   1.06 9.53
5    8    50   1.06 8.47
5    9    50   1.06 7.41
5    10   50   1.06 6.35
5    11   50   1.06 5.29
5    12   50   1.06 4.23
5    1    50   1.06 3.18
5    2    50   1.06 2.12
5    3    50   1.06 1.06
6    4    50   6.17 82.50
6    5    50   5.61 76.33
6    6    50   4.21 70.71
6    7    50   4.49 66.51
6    8    50   9.26 62.02
6    9    50   10.38     52.76
6    10   50   9.26 42.37
6    11   50   10.38     33.11
6    12   50   10.10     22.73
6    1    50   5.89 12.63
6    2    50   4.49 6.73
6    3    50   2.24 2.24
7    4    50   0.00 9.60
7    5    50   0.00 9.60
7    6    50   0.00 9.60
7    7    50   0.00 9.60
7    8    50   0.00 9.60
7    9    50   0.00 9.60
7    10   50   2.76 9.60
7    11   50   4.48 6.84
7    12   50   2.36 2.36
7    1    50   0.00 0.00
7    2    50   0.00 0.00
7    3    50   0.00 0.00
8    4    50   0.00 138.35
8    5    50   0.00 138.35
8    6    50   0.00 138.35
8    7    50   0.00 138.35
8    8    50   0.00 138.35
8    9    50   0.00 138.35
8    10   50   0.00 138.35
8    11   50   16.60     138.35
8    12   50   30.44     121.75
8    1    50   30.44     91.31
8    2    50   30.44     60.88
8    3    50   30.44     30.44
9    4    50   1.67 27.50
9    5    50   1.64 25.83
9    6    50   1.86 24.18
9    7    50   2.05 22.32
9    8    50   2.12 20.27
9    9    50   2.18 18.15
9    10   50   3.82 15.98
9    11   50   3.98 12.16
9    12   50   3.44 8.18
9    1    50   2.12 4.74
9    2    50   1.39 2.62
9    3    50   1.23 1.23
10   4    50   0.00 9.31
10   5    50   0.00 9.31
10   6    50   0.00 9.31
10   7    50   0.00 9.31
10   8    50   1.17 9.31
10   9    50   1.17 8.14
10   10   50   1.16 6.97
10   11   50   1.16 5.81
10   12   50   1.16 4.66
10   1    50   1.17 3.50
10   2    50   1.17 2.33
10   3    50   1.16 1.16
11   4    50   0.29 5.80
11   5    50   0.29 5.51
11   6    50   0.25 5.22
11   7    50   0.31 4.97
11   8    50   0.45 4.67
11   9    50   0.62 4.22
11   10   50   0.78 3.60
11   11   50   0.78 2.82
11   12   50   0.70 2.05
11   1    50   0.55 1.34
11   2    50   0.43 0.80
11   3    50   0.37 0.37
12   4    50   0.00 55.75
12   5    50   0.00 55.75
12   6    50   0.00 55.75
12   7    50   0.00 55.75
12   8    50   0.00 55.75
12   9    50   0.00 55.75
12   10   50   0.00 55.75
12   11   50   6.69 55.75
12   12   50   12.27     49.06
12   1    50   12.27     36.80
12   2    50   12.27     24.53
12   3    50   12.27     12.27
13   4    50   0.00 50.34
13   5    50   0.00 50.34
13   6    50   0.00 50.34
13   7    50   0.00 50.34
13   8    50   4.16 50.34
13   9    50   12.32     46.18
13   10   50   18.56     33.86
13   11   50   15.30     15.30
13   12   50   0.00 0.00
13   1    50   0.00 0.00
13   2    50   0.00 0.00
13   3    50   0.00 0.00
14   4    50   0.00 2.00
14   5    50   0.00 2.00
14   6    50   0.00 2.00
14   7    50   0.27 2.00
14   8    50   0.33 1.73
14   9    50   0.33 1.40
14   10   50   0.33 1.07
14   11   50   0.33 0.73
14   12   50   0.27 0.40
14   1    50   0.00 0.13
14   2    50   0.00 0.13
14   3    50   0.13 0.13
15   4    50   2.07 134.60
15   5    50   2.07 132.53
15   6    50   4.14 130.46
15   7    50   10.35     126.32
15   8    50   16.57     115.96
15   9    50   18.64     99.40
15   10   50   20.71     80.76
15   11   50   20.71     60.05
15   12   50   20.71     39.34
15   1    50   10.35     18.64
15   2    50   6.21 8.28
15   3    50   2.07 2.07
16   4    50   4.59 580.68
16   5    50   7.31 576.10
16   6    50   6.65 568.78
16   7    50   6.55 562.13
16   8    50   31.52     555.58
16   9    50   113.67    524.06
16   10   50   140.79    410.39
16   11   50   109.33    269.60
16   12   50   63.15     160.27
16   1    50   36.95     97.11
16   2    50   27.92     60.16
16   3    50   32.24     32.24
17   4    50   0.00 80.84
17   5    50   0.00 80.84
17   6    50   0.00 80.84
17   7    50   3.84 80.84
17   8    50   5.30 77.00
17   9    50   5.66 71.70
17   10   50   8.77 66.04
17   11   50   24.67     57.27
17   12   50   16.99     32.60
17   1    50   6.58 15.61
17   2    50   4.75 9.03
17   3    50   4.28 4.28
18   4    50   0.12 104.20
18   5    50   0.12 104.08
18   6    50   3.00 103.96
18   7    50   9.20 100.97
18   8    50   15.22     91.77
18   9    50   18.98     76.55
18   10   50   20.51     57.57
18   11   50   15.76     37.05
18   12   50   12.40     21.29
18   1    50   4.73 8.89
18   2    50   2.90 4.16
18   3    50   1.26 1.26
19   4    50   0.00 82.40
19   5    50   0.00 82.40
19   6    50   0.00 82.40
19   7    50   0.00 82.40
19   8    50   14.62     82.40
19   9    50   17.54     67.79
19   10   50   21.01     50.25
19   11   50   17.72     29.23
19   12   50   11.51     11.51
19   1    50   0.00 0.00
19   2    50   0.00 0.00
19   3    50   0.00 0.00
20   4    50   0.09 2.30
20   5    50   0.09 2.21
20   6    50   0.15 2.12
20   7    50   0.16 1.97
20   8    50   0.25 1.81
20   9    50   0.27 1.56
20   10   50   0.30 1.29
20   11   50   0.30 0.99
20   12   50   0.25 0.69
20   1    50   0.17 0.44
20   2    50   0.15 0.27
20   3    50   0.12 0.12
21   4    50   0.00 172.09
21   5    50   0.00 172.09
21   6    50   0.00 172.09
21   7    50   0.00 172.09
21   8    50   0.00 172.09
21   9    50   0.50 172.09
21   10   50   2.68 171.59
21   11   50   38.12     168.90
21   12   50   51.01     130.78
21   1    50   52.28     79.78
21   2    50   14.03     27.50
21   3    50   13.47     13.47
22   4    50   0.00 0.00
22   5    50   0.00 0.00
22   6    50   0.00 0.00
22   7    50   0.00 0.00
22   8    50   0.00 0.00
22   9    50   0.00 0.00
22   10   50   0.00 0.00
22   11   50   0.00 0.00
22   12   50   0.00 0.00
22   1    50   0.00 0.00
22   2    50   0.00 0.00
22   3    50   0.00 0.00
23   4    50   0.00 593.07
23   5    50   0.00 593.07
23   6    50   0.00 593.07
23   7    50   0.00 593.07
23   8    50   42.72     593.07
23   9    50   36.31     550.36
23   10   50   77.09     514.05
23   11   50   95.77     436.96
23   12   50   127.60    341.19
23   1    50   71.20     213.59
23   2    50   71.20     142.39
23   3    50   71.20     71.20
24   4    50   0.00 927.72
24   5    50   0.00 927.72
24   6    50   0.00 927.72
24   7    50   122.17    927.72
24   8    50   73.13     805.55
24   9    50   118.15    732.42
24   10   50   149.25    614.27
24   11   50   143.52    465.02
24   12   50   110.66    321.50
24   1    50   82.89     210.84
24   2    50   65.97     127.95
24   3    50   61.98     61.98
25   4    50   0.00 218.62
25   5    50   0.00 218.62
25   6    50   0.00 218.62
25   7    50   0.00 218.62
25   8    50   0.00 218.62
25   9    50   48.04     218.62
25   10   50   69.01     170.59
25   11   50   28.68     101.57
25   12   50   24.45     72.89
25   1    50   19.10     48.44
25   2    50   14.75     29.34
25   3    50   14.59     14.59
26   4    50   1.92 80.22
26   5    50   3.85 78.30
26   6    50   5.82 74.45
26   7    50   9.31 68.62
26   8    50   9.47 59.32
26   9    50   9.61 49.84
26   10   50   9.60 40.24
26   11   50   9.54 30.64
26   12   50   9.37 21.10
26   1    50   5.87 11.73
26   2    50   3.89 5.86
26   3    50   1.97 1.97
27   4    50   0.02 29.03
27   5    50   0.02 29.01
27   6    50   0.02 28.99
27   7    50   0.02 28.97
27   8    50   0.02 28.96
27   9    50   0.07 28.94
27   10   50   0.75 28.87
27   11   50   6.88 28.12
27   12   50   6.84 21.25
27   1    50   5.14 14.40
27   2    50   4.80 9.26
27   3    50   4.46 4.46
28   4    50   0.00 5.70
28   5    50   0.00 5.70
28   6    50   0.40 5.70
28   7    50   0.46 5.30
28   8    50   0.80 4.84
28   9    50   1.03 4.04
28   10   50   1.03 3.02
28   11   50   1.03 1.99
28   12   50   0.56 0.96
28   1    50   0.40 0.40
28   2    50   0.00 0.00
28   3    50   0.00 0.00
29   4    50   0.01 21.30
29   5    50   0.21 21.29
29   6    50   0.61 21.08
29   7    50   1.62 20.47
29   8    50   2.03 18.85
29   9    50   2.64 16.82
29   10   50   3.25 14.18
29   11   50   3.45 10.93
29   12   50   2.24 7.48
29   1    50   1.82 5.24
29   2    50   1.61 3.42
29   3    50   1.81 1.81
30   4    50   4.02 102.60
30   5    50   4.02 98.58
30   6    50   4.02 94.56
30   7    50   6.06 90.54
30   8    50   6.06 84.48
30   9    50   7.06 78.42
30   10   50   7.08 71.36
30   11   50   14.08     64.28
30   12   50   14.08     50.20
30   1    50   12.06     36.12
30   2    50   12.04     24.06
30   3    50   12.02     12.02
31   4    50   0.00 28.80
31   5    50   0.00 28.80
31   6    50   0.00 28.80
31   7    50   0.00 28.80
31   8    50   0.00 28.80
31   9    50   6.00 28.80
31   10   50   6.20 22.80
31   11   50   6.20 16.60
31   12   50   6.00 10.40
31   1    50   4.40 4.40
31   2    50   0.00 0.00
31   3    50   0.00 0.00
32   4    50   0.95 17.30
32   5    50   0.95 16.35
32   6    50   1.51 15.39
32   7    50   1.51 13.88
32   8    50   1.51 12.38
32   9    50   1.20 10.87
32   10   50   1.20 9.67
32   11   50   1.42 8.47
32   12   50   1.73 7.05
32   1    50   1.73 5.32
32   2    50   1.73 3.59
32   3    50   1.86 1.86
33   4    50   1.89 25.00
33   5    50   1.71 23.11
33   6    50   1.84 21.40
33   7    50   2.00 19.56
33   8    50   2.29 17.55
33   9    50   2.29 15.26
33   10   50   2.29 12.98
33   11   50   2.29 10.69
33   12   50   2.29 8.40
33   1    50   2.27 6.10
33   2    50   1.91 3.84
33   3    50   1.92 1.92
34   4    50   0.18 45.49
34   5    50   0.18 45.31
34   6    50   0.26 45.13
34   7    50   3.87 44.87
34   8    50   5.18 41.00
34   9    50   5.44 35.82
34   10   50   5.77 30.38
34   11   50   5.78 24.61
34   12   50   5.48 18.83
34   1    50   4.82 13.35
34   2    50   4.59 8.54
34   3    50   3.94 3.94
35   4    50   0.00 100.00
35   5    50   0.00 100.00
35   6    50   5.18 100.00
35   7    50   5.18 94.82
35   8    50   5.18 89.64
35   9    50   6.48 84.46
35   10   50   19.17     77.98
35   11   50   18.13     58.81
35   12   50   9.59 40.67
35   1    50   15.54     31.09
35   2    50   9.07 15.54
35   3    50   6.48 6.48
36   4    50   0.00 47.51
36   5    50   0.00 47.51
36   6    50   0.00 47.51
36   7    50   0.00 47.51
36   8    50   3.79 47.51
36   9    50   12.13     43.71
36   10   50   12.13     31.58
36   11   50   10.96     19.45
36   12   50   6.19 8.49
36   1    50   2.30 2.30
36   2    50   0.00 0.00
36   3    50   0.00 0.00
37   4    50   1.86 88.92
37   5    50   0.93 87.06
37   6    50   0.47 86.13
37   7    50   0.00 85.66
37   8    50   0.79 85.66
37   9    50   13.14     84.87
37   10   50   18.73     71.73
37   11   50   28.05     53.00
37   12   50   2.21 24.95
37   1    50   3.73 22.74
37   2    50   2.15 19.02
37   3    50   16.86     16.86
38   4    50   0.00 3.15
38   5    50   0.00 3.15
38   6    50   0.00 3.15
38   7    50   0.00 3.15
38   8    50   0.00 3.15
38   9    50   0.00 3.15
38   10   50   0.00 3.15
38   11   50   0.00 3.15
38   12   50   0.00 3.15
38   1    50   0.00 3.15
38   2    50   3.15 3.15
38   3    50   0.00 0.00
39   4    50   0.65 16.85
39   5    50   0.65 16.20
39   6    50   1.15 15.54
39   7    50   1.15 14.39
39   8    50   1.15 13.23
39   9    50   1.15 12.08
39   10   50   1.15 10.93
39   11   50   1.16 9.77
39   12   50   1.15 8.62
39   1    50   1.15 7.46
39   2    50   3.15 6.31
39   3    50   3.15 3.15
1    4    30   0.02 36.64
1    5    30   0.02 36.62
1    6    30   0.21 36.61
1    7    30   0.94 36.40
1    8    30   5.32 35.45
1    9    30   5.19 30.13
1    10   30   6.03 24.94
1    11   30   6.83 18.91
1    12   30   5.25 12.08
1    1    30   6.67 6.83
1    2    30   0.14 0.16
1    3    30   0.02 0.02
2    4    30   0.02 43.98
2    5    30   0.41 43.96
2    6    30   0.69 43.56
2    7    30   1.82 42.86
2    8    30   3.10 41.04
2    9    30   14.04     37.94
2    10   30   13.38     23.90
2    11   30   3.67 10.52
2    12   30   3.14 6.85
2    1    30   2.29 3.71
2    2    30   0.99 1.42
2    3    30   0.44 0.44
3    4    30   0.00 42.00
3    5    30   0.00 42.00
3    6    30   0.00 42.00
3    7    30   0.00 42.00
3    8    30   0.00 42.00
3    9    30   0.00 42.00
3    10   30   0.00 42.00
3    11   30   4.24 42.00
3    12   30   2.13 37.76
3    1    30   0.63 35.63
3    2    30   0.00 35.00
3    3    30   35.00     35.00
4    4    30   0.00 141.40
4    5    30   0.00 141.40
4    6    30   0.00 141.40
4    7    30   0.51 141.40
4    8    30   17.70     140.89
4    9    30   18.84     123.19
4    10   30   25.69     104.35
4    11   30   23.41     78.66
4    12   30   17.35     55.25
4    1    30   13.52     37.90
4    2    30   14.65     24.38
4    3    30   9.73 9.73
5    4    30   1.06 12.70
5    5    30   1.06 11.64
5    6    30   1.06 10.58
5    7    30   1.06 9.53
5    8    30   1.06 8.47
5    9    30   1.06 7.41
