wsi_di_CVP_SYS
wsi     di
0.0 0.0
500.0 4295.28369140625
1000.0 4295.28369140625
1500.0 4295.28369140625
2000.0 4295.28369140625
2500.0 4295.28369140625
3000.0 4295.28369140625
3500.0 4295.28369140625
4000.0 4295.28369140625
4500.0 4295.28369140625
5000.0 4295.28369140625
5500.0 4295.28369140625
6000.0 4295.28369140625
6500.0 4663.207342148731
7000.0 5000.681479974546
7500.0 5662.391267421417
8000.0 6589.090726854332
8500.0 7485.080749054458
9000.0 8056.881286939471
9500.0 8750.220333732861
10000.0 9795.482242300137
10500.0 10571.571077045588
11000.0 11352.06206504599
11500.0 11692.80950617082
12000.0 11924.807623216784
12500.0 12018.297642968102
13000.0 12018.297642968102
13500.0 12109.631478602189
14000.0 12109.631478602189
14500.0 12109.631478602189
15000.0 12109.631478602189
15500.0 12109.631478602189
16000.0 12109.631478602189
16500.0 12109.631478602189
17000.0 12109.631478602189
17500.0 12109.631478602189
18000.0 12109.631478602189
18500.0 12109.631478602189
19000.0 12109.631478602189
19500.0 12109.631478602189
20000.0 12109.631478602189
