wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1484.71887207
1000.0        1484.71887207
1500.0        1484.71887207
2000.0        1484.71887207
2500.0        1484.71887207
3000.0        1574.49866724
3500.0        2273.51168591
4000.0        3002.02847309
4500.0        4354.14808648
5000.0        5313.18641415
5500.0        6098.28937662
6000.0        7365.56654782
6500.0        7924.06722094
7000.0        8173.57959722
7500.0        8283.691929
8000.0        8283.691929
8500.0        8283.691929
9000.0        8283.691929
9500.0        8283.691929
10000.0        8283.691929
10500.0        8283.691929
11000.0        8283.691929
11500.0        8283.691929
12000.0        8283.691929
12500.0        8283.691929
13000.0        8283.691929
13500.0        8283.691929
14000.0        8283.691929
14500.0        8283.691929
15000.0        8283.691929
15500.0        8283.691929
16000.0        8283.691929
16500.0        8283.691929
17000.0        8283.691929
17500.0        8283.691929
18000.0        8283.691929
18500.0        8283.691929
19000.0        8283.691929
19500.0        8283.691929
20000.0        8283.691929
