wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1840.81604004
1000.0        1840.81604004
1500.0        1840.81604004
2000.0        1840.81604004
2500.0        1840.81604004
3000.0        1840.81604004
3500.0        2653.84558822
4000.0        3169.12552894
4500.0        4404.74984932
5000.0        5284.73627083
5500.0        6023.96779915
6000.0        7315.26549261
6500.0        7892.74569854
7000.0        8168.79567034
7500.0        8303.64896723
8000.0        8303.64896723
8500.0        8303.64896723
9000.0        8303.64896723
9500.0        8303.64896723
10000.0        8303.64896723
10500.0        8303.64896723
11000.0        8303.64896723
11500.0        8303.64896723
12000.0        8303.64896723
12500.0        8303.64896723
13000.0        8303.64896723
13500.0        8303.64896723
14000.0        8303.64896723
14500.0        8303.64896723
15000.0        8303.64896723
15500.0        8303.64896723
16000.0        8303.64896723
16500.0        8303.64896723
17000.0        8303.64896723
17500.0        8303.64896723
18000.0        8303.64896723
18500.0        8303.64896723
19000.0        8303.64896723
19500.0        8303.64896723
20000.0        8303.64896723
