wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1659.23828125
1000.0        1659.23828125
1500.0        1659.23828125
2000.0        1659.23828125
2500.0        1659.23828125
3000.0        1659.23828125
3500.0        2345.37859994
4000.0        3037.25100054
4500.0        4374.22118823
5000.0        5330.65130302
5500.0        6111.52320946
6000.0        7371.35339154
6500.0        7932.82290533
7000.0        8178.08258949
7500.0        8292.11544359
8000.0        8292.11544359
8500.0        8292.11544359
9000.0        8292.11544359
9500.0        8292.11544359
10000.0        8292.11544359
10500.0        8292.11544359
11000.0        8292.11544359
11500.0        8292.11544359
12000.0        8292.11544359
12500.0        8292.11544359
13000.0        8292.11544359
13500.0        8292.11544359
14000.0        8292.11544359
14500.0        8292.11544359
15000.0        8292.11544359
15500.0        8292.11544359
16000.0        8292.11544359
16500.0        8292.11544359
17000.0        8292.11544359
17500.0        8292.11544359
18000.0        8292.11544359
18500.0        8292.11544359
19000.0        8292.11544359
19500.0        8292.11544359
20000.0        8292.11544359
