wsi_di_CVP_SYS
wsi                   di
0.0        0.0
500.0        4359.27148438
1000.0        4359.27148438
1500.0        4359.27148438
2000.0        4359.27148438
2500.0        4359.27148438
3000.0        4359.27148438
3500.0        4359.27148438
4000.0        4359.27148438
4500.0        4359.27148438
5000.0        4359.27148438
5500.0        4359.27148438
6000.0        4359.27148438
6500.0        4798.20291416
7000.0        5626.47722772
7500.0        5851.05020011
8000.0        6572.66118629
8500.0        7393.41799078
9000.0        8104.78190989
9500.0        8753.55389891
10000.0        9763.91636648
10500.0        10521.1123012
11000.0        11200.0356975
11500.0        11463.7228801
12000.0        11671.6872828
12500.0        11700.109682
13000.0        11700.109682
13500.0        11878.7663886
14000.0        11901.7349848
14500.0        11901.7349848
15000.0        11901.7349848
15500.0        11901.7349848
16000.0        11901.7349848
16500.0        11901.7349848
17000.0        11901.7349848
17500.0        11901.7349848
18000.0        11901.7349848
18500.0        11901.7349848
19000.0        11901.7349848
19500.0        11901.7349848
20000.0        11901.7349848
