wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1706.75268555
1000.0        1706.75268555
1500.0        1706.75268555
2000.0        1706.75268555
2500.0        1706.75268555
3000.0        1817.750366
3500.0        2382.94312431
4000.0        3024.7017299
4500.0        4410.6489508
5000.0        5368.57764663
5500.0        6193.40302658
6000.0        7546.16927297
6500.0        8052.73858309
7000.0        8180.17532875
7500.0        8300.13335589
8000.0        8300.13335589
8500.0        8300.13335589
9000.0        8300.13335589
9500.0        8300.13335589
10000.0        8300.13335589
10500.0        8300.13335589
11000.0        8300.13335589
11500.0        8300.13335589
12000.0        8300.13335589
12500.0        8300.13335589
13000.0        8300.13335589
13500.0        8300.13335589
14000.0        8300.13335589
14500.0        8300.13335589
15000.0        8300.13335589
15500.0        8300.13335589
16000.0        8300.13335589
16500.0        8300.13335589
17000.0        8300.13335589
17500.0        8300.13335589
18000.0        8300.13335589
18500.0        8300.13335589
19000.0        8300.13335589
19500.0        8300.13335589
20000.0        8300.13335589
