! stan_rpa.table
! Modified by Hilts 20090515 to reflect NOAA draft Stan RPA dated 050109 - dubbed lowdrop regime, with very dry regime added by DH.
! 09/02/09 Errata - The wetter distributions were not updated as intended.  
! 09/02/09 Errata - Herein the distributions have been updated to correspond 1:1 with the 051409 STAN_YR.TABLE allocation amounts.
! Modified by Hilts 20100930 to reflect NOAA's 2009 OCAP BO RPA action III.1.3.  STANYR values for the two wettest categories below revised slightly to match the BO's Appendix 2-E exactly.
stan_rpa
stanyr    month   flow
   0.0	  1	   0.0
   0.0	  2	   0.0
   0.0	  3	   0.0
   0.0	  4	   0.0
   0.0	  5	   0.0
   0.0	  6	   0.0
   0.0	  7	   0.0
   0.0	  8	   0.0
   0.0	  9	   0.0
   0.0	 10	   0.0
   0.0	 11	   0.0
   0.0	 12	   0.0
  98.9	  1	 110.0
  98.9	  2	 200.0
  98.9	  3	 200.0
  98.9	  4	 125.0
  98.9	  5	 125.0
  98.9	  6	 125.0
  98.9	  7	 250.0
  98.9	  8	 250.0
  98.9	  9	   0.0
  98.9	 10	   0.0
  98.9	 11	   0.0
  98.9	 12	   0.0
 185.3	  1	 577.4
 185.3	  2	 200.0
 185.3	  3	 200.0
 185.3	  4	 212.9
 185.3	  5	 214.3
 185.3	  6	 200.0
 185.3	  7	 200.0
 185.3	  8	 150.0
 185.3	  9	 150.0
 185.3	 10	 150.0
 185.3	 11	 150.0
 185.3	 12	 150.0
 234.1	  1	 635.5
 234.1	  2	 200.0
 234.1	  3	 200.0
 234.1	  4	 219.4
 234.1	  5	 221.4
 234.1	  6	 200.0
 234.1	  7	 500.0
 234.1	  8	 284.4
 234.1	  9	 200.0
 234.1	 10	 200.0
 234.1	 11	 200.0
 234.1	 12	 200.0
 346.7	  1	 774.2
 346.7	  2	 200.0
 346.7	  3	 200.0
 346.7	  4	 225.8
 346.7	  5	 228.6
 346.7	  6	 200.0
 346.7	  7	1471.4
 346.7	  8	1031.3
 346.7	  9	 363.3
 346.7	 10	 250.0
 346.7	 11	 250.0
 346.7	 12	 250.0
 483.7	  1	 796.8
 483.7	  2	 200.0
 483.7	  3	 200.0
 483.7	  4	 232.3
 483.7	  5	 235.7
 483.7	  6	1521.0
 483.7	  7	1614.3
 483.7	  8	1200.0
 483.7	  9	 940.0
 483.7	 10	 300.0
 483.7	 11	 300.0
 483.7	 12	 300.0
 589.5	  1	 841.9
 589.5	  2	 300.0
 589.5	  3	 300.0
 589.5	  4	 358.1
 589.5	  5	 364.3
 589.5	  6	1648.4
 589.5	  7	2442.9
 589.5	  8	1725.0
 589.5	  9	1100.0
 589.5	 10	 429.0
 589.5	 11	 400.0
 589.5	 12	 400.0
9999.0 	  1	 841.9
9999.0	  2	 300.0
9999.0	  3	 300.0
9999.0	  4	 358.1
9999.0	  5	 364.3
9999.0	  6	1648.4
9999.0	  7	2442.9
9999.0	  8	1725.0
9999.0	  9	1100.0
9999.0	 10	 429.0
9999.0	 11	 400.0
9999.0	 12	 400.0
