wsi_di_CVP_SYS
wsi                   di
0.0        0.0
500.0        4977.80837369
1000.0        4977.80837369
1500.0        4977.80837369
2000.0        4977.80837369
2500.0        4977.80837369
3000.0        4977.80837369
3500.0        4977.80837369
4000.0        4977.80837369
4500.0        4977.80837369
5000.0        4977.80837369
5500.0        4977.80837369
6000.0        4977.80837369
6500.0        4977.80837369
7000.0        5318.89763979
7500.0        6418.21255035
8000.0        6597.97114154
8500.0        7398.6925983
9000.0        8151.41020642
9500.0        8982.33630397
10000.0        9637.68807822
10500.0        10638.3727725
11000.0        11400.7535909
11500.0        11735.2201337
12000.0        11873.6538801
12500.0        11922.7867367
13000.0        11922.7867367
13500.0        12052.2235437
14000.0        12182.8043686
14500.0        12182.8043686
15000.0        12182.8043686
15500.0        12182.8043686
16000.0        12182.8043686
16500.0        12182.8043686
17000.0        12182.8043686
17500.0        12182.8043686
18000.0        12182.8043686
18500.0        12182.8043686
19000.0        12182.8043686
19500.0        12182.8043686
20000.0        12182.8043686
