wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1549.81331235
1000.0        1549.81331235
1500.0        1549.81331235
2000.0        1549.81331235
2500.0        1549.81331235
3000.0        1810.52507335
3500.0        2405.21659348
4000.0        3043.11054741
4500.0        4065.92886241
5000.0        5222.8950442
5500.0        5947.17794772
6000.0        7041.80435501
6500.0        7622.46098786
7000.0        7934.9529845
7500.0        8035.41218113
8000.0        8035.41218113
8500.0        8035.41218113
9000.0        8035.41218113
9500.0        8035.41218113
10000.0        8035.41218113
10500.0        8035.41218113
11000.0        8035.41218113
11500.0        8035.41218113
12000.0        8035.41218113
12500.0        8035.41218113
13000.0        8035.41218113
13500.0        8035.41218113
14000.0        8035.41218113
14500.0        8035.41218113
15000.0        8035.41218113
15500.0        8035.41218113
16000.0        8035.41218113
16500.0        8035.41218113
17000.0        8035.41218113
17500.0        8035.41218113
18000.0        8035.41218113
18500.0        8035.41218113
19000.0        8035.41218113
19500.0        8035.41218113
20000.0        8035.41218113
