wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1762.18765699
1000.0        1762.18765699
1500.0        1762.18765699
2000.0        1762.18765699
2500.0        1762.18765699
3000.0        1762.18765699
3500.0        2350.689703
4000.0        2968.81325687
4500.0        3897.48222004
5000.0        5110.67616217
5500.0        6024.06615751
6000.0        7357.28763512
6500.0        7912.55270227
7000.0        8150.9909501
7500.0        8258.51813722
8000.0        8258.51813722
8500.0        8258.51813722
9000.0        8258.51813722
9500.0        8258.51813722
10000.0        8258.51813722
10500.0        8258.51813722
11000.0        8258.51813722
11500.0        8258.51813722
12000.0        8258.51813722
12500.0        8258.51813722
13000.0        8258.51813722
13500.0        8258.51813722
14000.0        8258.51813722
14500.0        8258.51813722
15000.0        8258.51813722
15500.0        8258.51813722
16000.0        8258.51813722
16500.0        8258.51813722
17000.0        8258.51813722
17500.0        8258.51813722
18000.0        8258.51813722
18500.0        8258.51813722
19000.0        8258.51813722
19500.0        8258.51813722
20000.0        8258.51813722
