wsi_di_SWP
wsi                   di
0.0        0.0
500.0        2003.75767345
1000.0        2003.75767345
1500.0        2003.75767345
2000.0        2003.75767345
2500.0        2003.75767345
3000.0        2060.10006077
3500.0        2423.63275315
4000.0        3249.62915291
4500.0        4048.5475055
5000.0        5106.38485463
5500.0        5863.02627888
6000.0        6890.71547555
6500.0        7394.56231052
7000.0        7693.62580427
7500.0        7976.71781947
8000.0        7976.71781947
8500.0        7976.71781947
9000.0        7976.71781947
9500.0        7976.71781947
10000.0        7976.71781947
10500.0        7976.71781947
11000.0        7976.71781947
11500.0        7976.71781947
12000.0        7976.71781947
12500.0        7976.71781947
13000.0        7976.71781947
13500.0        7976.71781947
14000.0        7976.71781947
14500.0        7976.71781947
15000.0        7976.71781947
15500.0        7976.71781947
16000.0        7976.71781947
16500.0        7976.71781947
17000.0        7976.71781947
17500.0        7976.71781947
18000.0        7976.71781947
18500.0        7976.71781947
19000.0        7976.71781947
19500.0        7976.71781947
20000.0        7976.71781947
