wsi_di_CVP_SYS
wsi     di
0.0 0.0
500.0 3340.96044921875
1000.0 3340.96044921875
1500.0 3340.96044921875
2000.0 3340.96044921875
2500.0 3340.96044921875
3000.0 3340.96044921875
3500.0 3340.96044921875
4000.0 3340.96044921875
4500.0 3340.96044921875
5000.0 3340.96044921875
5500.0 3340.96044921875
6000.0 3815.3476958801066
6500.0 4231.37543085885
7000.0 5122.666416028355
7500.0 5812.898180527448
8000.0 7024.227617425549
8500.0 7306.466392730971
9000.0 8085.482734740745
9500.0 9100.587190861112
10000.0 9746.670602725979
10500.0 10531.896057128124
11000.0 11124.822358511849
11500.0 11400.816341376452
12000.0 11572.110857963087
12500.0 11592.427273581705
13000.0 11629.043810654104
13500.0 11701.886669747946
14000.0 11701.886669747946
14500.0 11701.886669747946
15000.0 11701.886669747946
15500.0 11701.886669747946
16000.0 11701.886669747946
16500.0 11701.886669747946
17000.0 11701.886669747946
17500.0 11701.886669747946
18000.0 11701.886669747946
18500.0 11701.886669747946
19000.0 11701.886669747946
19500.0 11701.886669747946
20000.0 11701.886669747946
