! Values in taf for the reservoir seepage
! Values in cfs for the SJR mainstem seepage
! seep_75 was moved to time series input
seep_rates
month   seep_79 seep_78 seep_75   GF        MP      Madera
1	2	2	4.1	200	200	0
2	1	2	3.7	200	200	0
3	1	0	3.5	200	200	0
4	1	0	3.4	200	200	0
5	1	0	3.5	200	200	0
6	1	2	4.3	200	200	0
7	6.6	2.9	5.6	200	200	0
8	7.7	3.9	6.2	200	200	0
9	8.2	4.3	7	200	200	0
10	8.7	4.9	7	200	200	0
11	9	4.9	7	200	200	0
12	5	4.2	6.5	200	200	0
