!factD531 and factD523 moved to time series input
sjr_monthly_data_Fut
month   limit_D78_MI factD533    factD549    factD531    factD523    demand_D78_MI  sjr_dist  D_SJRMER_lim  D_SJRTUOLA_lim
1	5.41	0.400	0.400	0.6	0.35	5.41	0.05	50	50
2	5.41	0.300	0.300	0.6	0.35	5.41	0	50	50
3	5.41	0.350	0.300	0.35	0.35	5.41	0	50	50
4	5.23	0.350	0.300	0.35	0.35	5.23	0	50	50
5	4.48	0.350	0.300	0.35	0.35	4.48	0	50	50
6	5.23	0.650	0.650	0.6	0.4	5.23	0.05	50	50
7	5.04	0.700	0.575	0.6	0.7	5.04	0.15	50	50
8	5.6	0.850	0.850	0.6	0.75	5.6	0.15	50	50
9	5.6	0.850	0.855	0.75	0.8	5.6	0.2	50	50
10	5.79	0.775	0.750	0.7	0.8	5.79	0.2	50	50
11	5.79	0.700	0.650	0.65	0.7	5.79	0.1	50	50
12	5.6	0.650	0.675	0.6	0.7	5.6	0.1	50	50


