! Pumping limits in cfs
TuolGWPUMP_Fut
month   min548pag   min548prv   max548pag   min532pag   min532prv   max532pag
1	86	39	130	34	16	34
2	0	0	0	0	0	0
3	0	0	0	0	0	0
4	0	0	0	0	0	0
5	0	0	0	0	0	0
6	67	20	98	16	16	16
7	134	40	168	39	34	42
8	167	59	244	37	49	98
9	208	87	286	39	67	101
10	237	104	276	42	65	114
11	216	101	244	39	65	114
12	153	66	202	39	34	39


