wsi_di_CVP_SYS
wsi     di
0.0 0.0
500.0 4201.966796875
1000.0 4201.966796875
1500.0 4201.966796875
2000.0 4201.966796875
2500.0 4201.966796875
3000.0 4201.966796875
3500.0 4201.966796875
4000.0 4201.966796875
4500.0 4201.966796875
5000.0 4201.966796875
5500.0 4201.966796875
6000.0 4201.966796875
6500.0 4583.467162325432
7000.0 4939.478332346578
7500.0 5622.592023174835
8000.0 6631.9114687989295
8500.0 7480.628650647757
9000.0 8111.476263170615
9500.0 8784.578354473402
10000.0 9806.6478083748
10500.0 10566.699144225786
11000.0 11316.967748312474
11500.0 11645.358475637098
12000.0 11854.03043589946
12500.0 11921.146765712743
13000.0 11921.146765712743
13500.0 12038.884170301599
14000.0 12041.21496813048
14500.0 12041.21496813048
15000.0 12041.21496813048
15500.0 12041.21496813048
16000.0 12041.21496813048
16500.0 12041.21496813048
17000.0 12041.21496813048
17500.0 12041.21496813048
18000.0 12041.21496813048
18500.0 12041.21496813048
19000.0 12041.21496813048
19500.0 12041.21496813048
20000.0 12041.21496813048
