wsi_di_CVP_SYS
wsi                   di
0.0        0.0
500.0        4378.46652805
1000.0        4378.46652805
1500.0        4378.46652805
2000.0        4378.46652805
2500.0        4378.46652805
3000.0        4378.46652805
3500.0        4378.46652805
4000.0        4378.46652805
4500.0        4378.46652805
5000.0        4378.46652805
5500.0        4378.46652805
6000.0        4378.46652805
6500.0        4737.53195299
7000.0        5606.55533094
7500.0        5886.0713263
8000.0        6658.89155394
8500.0        7409.7103646
9000.0        8054.88405027
9500.0        8757.40551162
10000.0        9799.11736586
10500.0        10567.0322296
11000.0        11263.5468365
11500.0        11529.1348771
12000.0        11745.427324
12500.0        11789.5609369
13000.0        11789.5609369
13500.0        11958.6831048
14000.0        12004.6632316
14500.0        12004.6632316
15000.0        12004.6632316
15500.0        12004.6632316
16000.0        12004.6632316
16500.0        12004.6632316
17000.0        12004.6632316
17500.0        12004.6632316
18000.0        12004.6632316
18500.0        12004.6632316
19000.0        12004.6632316
19500.0        12004.6632316
20000.0        12004.6632316
