Reservoir
Reservoir
Reservoir
Reservoir
Node,# of Levels,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9,Level 10,Units,Discharge Arc,Description
18,5,131,WRESL,WRESL,WRESL,524,,,,,,TAF,C18,Millerton
17,3,0,WRESL,0,,,,,,,,TAF,C17,Temperance Flat


