wsi_di_SWP
wsi                   di
0.0        0.0
500.0        870.213806152
1000.0        870.213806152
1500.0        870.213806152
2000.0        870.213806152
2500.0        1199.92597638
3000.0        1627.3968052
3500.0        2441.36514824
4000.0        3213.85437079
4500.0        4718.26900313
5000.0        5546.98636732
5500.0        6235.12516944
6000.0        7457.94299302
6500.0        8019.95168189
7000.0        8277.0877928
7500.0        8415.58290955
8000.0        8423.60503851
8500.0        8423.60503851
9000.0        8423.60503851
9500.0        8423.60503851
10000.0        8423.60503851
10500.0        8423.60503851
11000.0        8423.60503851
11500.0        8423.60503851
12000.0        8423.60503851
12500.0        8423.60503851
13000.0        8423.60503851
13500.0        8423.60503851
14000.0        8423.60503851
14500.0        8423.60503851
15000.0        8423.60503851
15500.0        8423.60503851
16000.0        8423.60503851
16500.0        8423.60503851
17000.0        8423.60503851
17500.0        8423.60503851
18000.0        8423.60503851
18500.0        8423.60503851
19000.0        8423.60503851
19500.0        8423.60503851
20000.0        8423.60503851
