Reservoir
Reservoir
Reservoir
Reservoir
Node,# of Levels,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9,Level 10,Units,Discharge Arc,Description
422,2,WRESL,WRESL,,,,,,,,,TAF,C422,Los Vaqueros


