   1        291.    415.    685.      0.      0.      0.      0.      0.      0.      0.      0.      0.
   2        332.    474.    782.      0.      0.      0.      0.      0.      0.      0.      0.      0.
   3        404.    577.    952.      0.      0.      0.      0.      0.      0.      0.      0.      0.
   4          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
   5        118.    169.    278.      0.      0.      0.      0.      0.      0.      0.      0.      0.
   6        146.    209.    344.      0.      0.      0.      0.      0.      0.      0.      0.      0.
   7         85.    122.    201.      0.      0.      0.      0.      0.      0.      0.      0.      0.
   8        255.    364.    600.      0.      0.      0.      0.      0.      0.      0.      0.      0.
   9        243.    347.    573.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  10         59.     84.    138.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  11         41.     59.     97.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  12         65.     93.    153.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  13         42.     60.     98.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  14        292.    418.    689.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  15        306.    437.    721.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  16        141.    202.    333.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  17          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  18        194.    277.    457.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  19        270.    386.    637.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  20        211.    302.    498.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  21         10.     15.     24.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  22         55.     79.    130.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  23        221.    316.    522.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  24         82.    117.    194.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  25        281.    402.    663.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  26         38.     55.     90.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  27          3.      5.      7.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  28         10.     14.     23.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  29        166.    237.    391.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  30         33.     48.     79.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  31        161.    230.    380.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  32         82.    117.    193.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  33        157.    225.    371.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  34         84.    119.    197.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  35         52.     74.    122.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  36          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  37         84.    120.    198.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  38        265.    378.    624.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  39        606.    866.   1430.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  40        159.    228.    376.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  41          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  42         87.    125.    206.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  43         23.     33.     54.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  44          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  45          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  46         60.     86.    141.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  47         32.     46.     75.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  48        110.    158.    260.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  49         73.    105.    173.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  50        103.    148.    244.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  51        136.    194.    320.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  52        204.    292.    481.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  53        164.    234.    387.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  54        109.    155.    256.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  55         89.    127.    210.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  56        125.    178.    294.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  57         62.     89.    147.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  58        170.    244.    402.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  59        146.    208.    344.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  60        162.    232.    383.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  61        185.    265.    437.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  62         42.     60.     98.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  63         64.     91.    151.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  64         94.    135.    222.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  65        135.    192.    317.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  66          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  67         53.     76.    125.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  68        175.    249.    412.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  69        111.    158.    261.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  70          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  71         33.     47.     77.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  72        185.    265.    437.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  73          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  74         52.     74.    122.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  75         32.     45.     75.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  76          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  77          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  78         70.    100.    165.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  79          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  80         76.    108.    178.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  81          0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  82         18.     26.     43.      0.      0.      0.      0.      0.      0.      0.      0.      0.
  83        122.    175.    289.      0.      0.      0.      0.      0.      0.      0.      0.      0.
