Inflow
Inflow
Inflow
Inflow
Arc,Inflow,Units,Description
I18_SJR,TIMESERIES,TAF,SJR inflow to Temperance Flat
I18_FG,TIMESERIES,TAF,Finegold inflow to Millerton


