wsi_di_SWP
wsi     di
0.0 0.0
500.0 2194.27392578125
1000.0 2194.27392578125
1500.0 2194.27392578125
2000.0 2194.27392578125
2500.0 2194.27392578125
3000.0 2194.27392578125
3500.0 2696.437093191375
4000.0 3289.2477461313174
4500.0 4570.987523245209
5000.0 5437.346780334667
5500.0 6622.207118616992
6000.0 7488.207437754133
6500.0 8011.428494956354
7000.0 8250.327300825318
7500.0 8380.103965138846
8000.0 8380.103965138846
8500.0 8380.103965138846
9000.0 8380.103965138846
9500.0 8380.103965138846
10000.0 8380.103965138846
10500.0 8380.103965138846
11000.0 8380.103965138846
11500.0 8380.103965138846
12000.0 8380.103965138846
12500.0 8380.103965138846
13000.0 8380.103965138846
13500.0 8380.103965138846
14000.0 8380.103965138846
14500.0 8380.103965138846
15000.0 8380.103965138846
15500.0 8380.103965138846
16000.0 8380.103965138846
16500.0 8380.103965138846
17000.0 8380.103965138846
17500.0 8380.103965138846
18000.0 8380.103965138846
18500.0 8380.103965138846
19000.0 8380.103965138846
19500.0 8380.103965138846
20000.0 8380.103965138846
