wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1326.61425781
1000.0        1326.61425781
1500.0        1326.61425781
2000.0        1326.61425781
2500.0        1326.61425781
3000.0        1534.44866719
3500.0        2228.86490354
4000.0        2974.07941926
4500.0        4327.21057374
5000.0        5271.97720944
5500.0        6042.29803404
6000.0        7309.69049113
6500.0        7885.83130558
7000.0        8154.49161436
7500.0        8275.50307736
8000.0        8275.50307736
8500.0        8275.50307736
9000.0        8275.50307736
9500.0        8275.50307736
10000.0        8275.50307736
10500.0        8275.50307736
11000.0        8275.50307736
11500.0        8275.50307736
12000.0        8275.50307736
12500.0        8275.50307736
13000.0        8275.50307736
13500.0        8275.50307736
14000.0        8275.50307736
14500.0        8275.50307736
15000.0        8275.50307736
15500.0        8275.50307736
16000.0        8275.50307736
16500.0        8275.50307736
17000.0        8275.50307736
17500.0        8275.50307736
18000.0        8275.50307736
18500.0        8275.50307736
19000.0        8275.50307736
19500.0        8275.50307736
20000.0        8275.50307736
