wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1533.24532637
1000.0        1533.24532637
1500.0        1533.24532637
2000.0        1533.24532637
2500.0        1533.24532637
3000.0        1681.60967335
3500.0        2299.30232518
4000.0        2937.01702926
4500.0        3864.10742114
5000.0        5093.71793566
5500.0        5987.2906537
6000.0        7302.4241656
6500.0        7875.37714085
7000.0        8133.5025675
7500.0        8235.57104595
8000.0        8235.57104595
8500.0        8235.57104595
9000.0        8235.57104595
9500.0        8235.57104595
10000.0        8235.57104595
10500.0        8235.57104595
11000.0        8235.57104595
11500.0        8235.57104595
12000.0        8235.57104595
12500.0        8235.57104595
13000.0        8235.57104595
13500.0        8235.57104595
14000.0        8235.57104595
14500.0        8235.57104595
15000.0        8235.57104595
15500.0        8235.57104595
16000.0        8235.57104595
16500.0        8235.57104595
17000.0        8235.57104595
17500.0        8235.57104595
18000.0        8235.57104595
18500.0        8235.57104595
19000.0        8235.57104595
19500.0        8235.57104595
20000.0        8235.57104595
