wsi_di_CVP_SYS
wsi                   di
0.0        0.0
500.0        4311.8532438
1000.0        4311.8532438
1500.0        4311.8532438
2000.0        4311.8532438
2500.0        4311.8532438
3000.0        4311.8532438
3500.0        4311.8532438
4000.0        4311.8532438
4500.0        4311.8532438
5000.0        4311.8532438
5500.0        4327.13816971
6000.0        4327.13816971
6500.0        5229.95678339
7000.0        5774.08519778
7500.0        6266.71595263
8000.0        6848.70209265
8500.0        7665.7303746
9000.0        8315.08516639
9500.0        8805.28235578
10000.0        9722.46248581
10500.0        10443.3886933
11000.0        11180.8491763
11500.0        11525.0704505
12000.0        11787.1974046
12500.0        11916.0975329
13000.0        11945.6137666
13500.0        12173.7871132
14000.0        12173.7871132
14500.0        12173.7871132
15000.0        12173.7871132
15500.0        12173.7871132
16000.0        12173.7871132
16500.0        12173.7871132
17000.0        12173.7871132
17500.0        12173.7871132
18000.0        12173.7871132
18500.0        12173.7871132
19000.0        12173.7871132
19500.0        12173.7871132
20000.0        12173.7871132
