wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1725.55322266
1000.0        1725.55322266
1500.0        1725.55322266
2000.0        1725.55322266
2500.0        1725.55322266
3000.0        1817.35634314
3500.0        2689.71147007
4000.0        3227.24728421
4500.0        4415.2928202
5000.0        5263.13224078
5500.0        5982.38959308
6000.0        7261.7129768
6500.0        7859.99162152
7000.0        8134.34091899
7500.0        8249.87434589
8000.0        8249.87434589
8500.0        8249.87434589
9000.0        8249.87434589
9500.0        8249.87434589
10000.0        8249.87434589
10500.0        8249.87434589
11000.0        8249.87434589
11500.0        8249.87434589
12000.0        8249.87434589
12500.0        8249.87434589
13000.0        8249.87434589
13500.0        8249.87434589
14000.0        8249.87434589
14500.0        8249.87434589
15000.0        8249.87434589
15500.0        8249.87434589
16000.0        8249.87434589
16500.0        8249.87434589
17000.0        8249.87434589
17500.0        8249.87434589
18000.0        8249.87434589
18500.0        8249.87434589
19000.0        8249.87434589
19500.0        8249.87434589
20000.0        8249.87434589
