wsi_di_CVP_SYS
wsi                   di
0.0        0.0
500.0        4419.67041016
1000.0        4419.67041016
1500.0        4419.67041016
2000.0        4419.67041016
2500.0        4419.67041016
3000.0        4419.67041016
3500.0        4419.67041016
4000.0        4419.67041016
4500.0        4419.67041016
5000.0        4419.67041016
5500.0        4419.67041016
6000.0        4419.67041016
6500.0        4806.54283922
7000.0        5680.63215599
7500.0        5763.2308391
8000.0        6330.96639586
8500.0        7518.02134479
9000.0        8159.72501972
9500.0        8837.15093474
10000.0        9808.8247836
10500.0        10574.032488
11000.0        11312.3158502
11500.0        11647.5217063
12000.0        11847.9279086
12500.0        11898.9227594
13000.0        11898.9227594
13500.0        12042.7879253
14000.0        12057.2307767
14500.0        12057.2307767
15000.0        12057.2307767
15500.0        12057.2307767
16000.0        12057.2307767
16500.0        12057.2307767
17000.0        12057.2307767
17500.0        12057.2307767
18000.0        12057.2307767
18500.0        12057.2307767
19000.0        12057.2307767
19500.0        12057.2307767
20000.0        12057.2307767
