wsi_di_SWP
wsi                   di
0.0        0.0
500.0        1305.13083696
1000.0        1305.13083696
1500.0        1305.13083696
2000.0        1336.18187443
2500.0        1679.8179682
3000.0        2080.13832545
3500.0        2732.97603286
4000.0        3433.38993075
4500.0        4489.37488819
5000.0        5262.56962147
5500.0        5888.18732618
6000.0        6959.04445703
6500.0        7460.20363335
7000.0        7903.1765681
7500.0        8009.62775136
8000.0        8009.62775136
8500.0        8009.62775136
9000.0        8009.62775136
9500.0        8009.62775136
10000.0        8009.62775136
10500.0        8009.62775136
11000.0        8009.62775136
11500.0        8009.62775136
12000.0        8009.62775136
12500.0        8009.62775136
13000.0        8009.62775136
13500.0        8009.62775136
14000.0        8009.62775136
14500.0        8009.62775136
15000.0        8009.62775136
15500.0        8009.62775136
16000.0        8009.62775136
16500.0        8009.62775136
17000.0        8009.62775136
17500.0        8009.62775136
18000.0        8009.62775136
18500.0        8009.62775136
19000.0        8009.62775136
19500.0        8009.62775136
20000.0        8009.62775136
