wsi_di_CVP_SYS
wsi                   di
0.0        0.0
500.0        4263.19726562
1000.0        4263.19726562
1500.0        4263.19726562
2000.0        4263.19726562
2500.0        4263.19726562
3000.0        4263.19726562
3500.0        4263.19726562
4000.0        4263.19726562
4500.0        4263.19726562
5000.0        4263.19726562
5500.0        4263.19726562
6000.0        4263.19726562
6500.0        4512.13587695
7000.0        5546.14416211
7500.0        5745.46754154
8000.0        6766.14295309
8500.0        7671.83927744
9000.0        8172.96288841
9500.0        8888.77175791
10000.0        9880.41585631
10500.0        10626.0647463
11000.0        11410.1919559
11500.0        11714.1175124
12000.0        11928.9823181
12500.0        11994.1751258
13000.0        11994.1751258
13500.0        12111.91731
14000.0        12140.7920953
14500.0        12140.7920953
15000.0        12140.7920953
15500.0        12140.7920953
16000.0        12140.7920953
16500.0        12140.7920953
17000.0        12140.7920953
17500.0        12140.7920953
18000.0        12140.7920953
18500.0        12140.7920953
19000.0        12140.7920953
19500.0        12140.7920953
20000.0        12140.7920953
