wsi_di_CVP_SYS
wsi     di
0.0 0.0
500.0 3853.916259765625
1000.0 3853.916259765625
1500.0 3853.916259765625
2000.0 3853.916259765625
2500.0 3853.916259765625
3000.0 3853.916259765625
3500.0 3853.916259765625
4000.0 3853.916259765625
4500.0 3853.916259765625
5000.0 3853.916259765625
5500.0 3853.916259765625
6000.0 4083.8871216952316
6500.0 4083.8871216952316
7000.0 4967.963926414095
7500.0 5775.347006271463
8000.0 6513.638146148899
8500.0 7380.784162732092
9000.0 8076.36170980331
9500.0 8764.438103157689
10000.0 9830.250319248904
10500.0 10622.655860513738
11000.0 11254.646900716696
11500.0 11539.580393435903
12000.0 11752.333896052942
12500.0 11770.108443531124
13000.0 11777.934323069525
13500.0 11928.302496715665
14000.0 11928.302496715665
14500.0 11928.302496715665
15000.0 11928.302496715665
15500.0 11928.302496715665
16000.0 11928.302496715665
16500.0 11928.302496715665
17000.0 11928.302496715665
17500.0 11928.302496715665
18000.0 11928.302496715665
18500.0 11928.302496715665
19000.0 11928.302496715665
19500.0 11928.302496715665
20000.0 11928.302496715665
