wsi_di_SWP
wsi     di
0.0 0.0
500.0 2066.385986328125
1000.0 2066.385986328125
1500.0 2066.385986328125
2000.0 2066.385986328125
2500.0 2066.385986328125
3000.0 2174.4113620784724
3500.0 2754.677386166911
4000.0 3340.2059584120525
4500.0 4607.199275754548
5000.0 5381.554251320817
5500.0 6115.181769675927
6000.0 7329.161668177939
6500.0 7901.244865493138
7000.0 8137.500580919925
7500.0 8306.33845417194
8000.0 8306.33845417194
8500.0 8306.33845417194
9000.0 8306.33845417194
9500.0 8306.33845417194
10000.0 8306.33845417194
10500.0 8306.33845417194
11000.0 8306.33845417194
11500.0 8306.33845417194
12000.0 8306.33845417194
12500.0 8306.33845417194
13000.0 8306.33845417194
13500.0 8306.33845417194
14000.0 8306.33845417194
14500.0 8306.33845417194
15000.0 8306.33845417194
15500.0 8306.33845417194
16000.0 8306.33845417194
16500.0 8306.33845417194
17000.0 8306.33845417194
17500.0 8306.33845417194
18000.0 8306.33845417194
18500.0 8306.33845417194
19000.0 8306.33845417194
19500.0 8306.33845417194
20000.0 8306.33845417194
